id,verification_status,owner_id,created_by,customer_id,property_type,category,property_area,area_unit,seeking_address,district_id,municipal_id,province_id,city,layout,rent_amount,stay_period,service_amount,service_charge,family_member_adult,family_member_children,compound,furnished,commode_compulsory,parking_space,car_parking,bike_parking,road_size,road_type,renting_purpose,delete,remarks,tenant_agreement,status,created_at,updated_at,ward_num,map_url,amenities,share_map_url,verification_note
138,pending,3,3,916,HOUSE,TOURISM,,,Lakeside/Malepatan,38,224,4,Pokhara,WHOLE_HOUSE,70000,,,,2,2,YES,NO,YES,YES,,,,,s,1,,,ACTIVE,2024-12-08T07:50:18.000Z,2024-12-08T07:50:18.000Z,6,,,,
139,pending,3,3,923,FLAT,RESIDENTIAL,,,Fulbari,38,224,4,Pokhara,1BHK,15000,,,,1,2,YES,NO,YES,YES,,,,,g,1,,,COMPLETE,2024-12-11T07:24:35.000Z,2025-01-27T07:44:27.000Z,11,,,,
140,pending,3,3,929,FLAT,TOURISM,,,Fulbari / Gaudamukh / Fulbari / Ranipauwa,38,224,4,Pokhara,2BHK,15000,,,,2,2,YES,YES,YES,YES,,,,,z,1,,,ACTIVE,2024-12-11T10:12:11.000Z,2024-12-11T10:36:45.000Z,11,,,,
141,pending,3,3,944,FLAT,RESIDENTIAL,,,Chipledhunga / Ranipauwa / Bagar / Parsyang,38,224,4,Pokhara,1R,10000,,,,2,0,YES,YES,YES,YES,,,,,.,1,,,ACTIVE,2024-12-15T08:20:30.000Z,2024-12-15T08:20:30.000Z,17,,,,
142,pending,3,3,946,HOTEL,TOURISM,,,Lakeside,38,224,4,Pokhara,15R,100000,,,,,,YES,YES,YES,YES,,,,,hotel rent for 5 years,1,,,ACTIVE,2024-12-15T09:25:49.000Z,2024-12-15T09:28:00.000Z,6,,,,
143,pending,3,3,952,FLAT,TOURISM,,,Newroad / Ranipauwa / Nadipur / Fulbari / Chipledhunga,38,224,4,Pokhara,2BHK,20000,,,,2,0,YES,YES,YES,YES,,1,,,.,1,,,ACTIVE,2024-12-16T10:01:07.000Z,2024-12-16T10:01:35.000Z,3,,,,
144,pending,3,3,962,ROOM,RESIDENTIAL,,,Fulbari,38,224,4,Pokhara,1R,10000,,,,1,1,YES,NO,NO,YES,,,,,s,1,,,ACTIVE,2024-12-17T11:47:12.000Z,2024-12-17T11:47:12.000Z,12,,,,
145,pending,3,3,971,LAND,RESIDENTIAL,1,ROPANI,"Sitaldevi, Ranipauwa",38,224,4,Pokhara,,20000,,,,,,,,,,,,,,z,1,22 haat mohoda minimum,,COMPLETE,2024-12-20T07:43:24.000Z,2025-01-27T07:45:29.000Z,12,,,,
146,pending,3,3,973,FLAT,RESIDENTIAL,,,Lakeside Shantipatan,38,224,4,Pokhara,1R,16000,,,,4,0,YES,NO,YES,YES,,,,,m,1,,,ACTIVE,2024-12-20T08:39:40.000Z,2024-12-20T08:39:40.000Z,6,,,,
147,pending,3,3,975,FLAT,RESIDENTIAL,,,"Sidhhartha Chowk, Jalparoad , Mahendrapool",38,224,4,Pokhara,1R,16000,,,,2,0,YES,NO,YES,YES,,,,,h,1,Dog Space needed,,ACTIVE,2024-12-20T10:58:01.000Z,2024-12-20T10:58:01.000Z,17,,,,
148,pending,3,3,980,HOUSE,RESIDENTIAL,,,Fulbari,38,224,4,Pokhara,3R,7000,,,,2,0,YES,NO,NO,NO,,,,,stay,1,,,ACTIVE,2024-12-22T07:58:57.000Z,2024-12-22T07:58:57.000Z,11,,koi pani nabasne,,
149,pending,3,3,1018,FLAT,RESIDENTIAL,,,Fulbari,38,224,4,Pokhara,1R,15000,,,,3,0,YES,NO,YES,YES,,,,,.,1,,,ACTIVE,2024-12-27T11:15:27.000Z,2024-12-27T11:15:27.000Z,13,,,,
150,pending,3,3,1019,OFFICE_SPACE,COMMERCIAL,,,Fulbari,38,224,4,Pokhara,1R,15000,,,,,,NO,NO,YES,YES,,,,,"Dance Studio / Zumba , 15 jana nachna milne",1,,,ACTIVE,2024-12-27T11:17:31.000Z,2024-12-27T11:17:31.000Z,13,,,,
151,pending,3,3,1027,FLAT,RESIDENTIAL,,,Fulbari / Gairapatan / Ranipauwa / Nadipur / Bagar / Deep / Birauta,38,224,4,Pokhara,1R,15000,,,,4,3,YES,YES,YES,YES,,,,,"3BHK - 15000 , 2BHK -11000",1,Bacchaharu PInnacle Academy Padhne,,ACTIVE,2024-12-29T07:38:05.000Z,2024-12-29T07:38:05.000Z,3,,,,
152,pending,3,3,1029,FLAT,RESIDENTIAL,,,Ranipauwa,38,224,4,Pokhara,1R,18000,,,,2,0,YES,YES,YES,YES,,,,,stay,1,2BHK-3BHK,,ACTIVE,2024-12-29T10:39:30.000Z,2024-12-29T10:39:30.000Z,11,,"Gharbeti Nabasne, Attached Room , 1 Floor",,
153,pending,3,3,1046,FLAT,RESIDENTIAL,,,Fulbari / Ranipauwa / Amarsingh / Hospital Chowk,38,224,4,Pokhara,3BHK,19000,,,,3,0,YES,YES,YES,YES,,,,,3 students Gandaki Hospital ma MBBS Padhne for 4-5 Years Poush 20 samma chaiyeko,1,3 Bedroom Complsory,,ACTIVE,2025-01-01T08:44:15.000Z,2025-01-01T08:44:15.000Z,11,,,,
154,pending,3,3,1048,FLAT,RESIDENTIAL,,,Fulbari / Ranipauwa / Malepatan / Parsyang,38,224,4,Pokhara,1R,15000,,,,3,1,YES,YES,YES,YES,,,,,stay,1,,,ACTIVE,2025-01-01T12:22:43.000Z,2025-01-01T12:22:43.000Z,11,,Gham Parne type room hunaparxa . Needed for a sick person,,
155,pending,3,3,1053,FLAT,RESIDENTIAL,,,Lakeside,38,224,4,Pokhara,1R,0,,,,2,0,YES,YES,YES,YES,,,,,x,1,Price will be fixed after seeing flat pictures,,ACTIVE,2025-01-02T08:44:57.000Z,2025-01-02T08:44:57.000Z,6,,,,
156,pending,3,3,1057,FLAT,RESIDENTIAL,,,Srijana Chowk to Siddhartha Chowk,38,224,4,Pokhara,1R,25000,,,,3,0,YES,YES,YES,YES,,3,,,x,1,,,ACTIVE,2025-01-03T07:35:53.000Z,2025-01-03T07:35:53.000Z,8,,,,
157,pending,3,3,1074,FLAT,RESIDENTIAL,,,Fulbari / Lamachaur / Nadipur,38,224,4,Pokhara,1R,16000,,,,1,1,YES,YES,YES,YES,,,,,z,1,,,ACTIVE,2025-01-06T09:10:05.000Z,2025-01-06T09:10:05.000Z,11,,,,
158,pending,3,3,1072,HOUSE,RESIDENTIAL,,,Zero / Malepatan / Shrijana Chowk,38,224,4,Pokhara,1R,50000,,,,1,0,YES,YES,YES,YES,,,,,x,1,,,ACTIVE,2025-01-06T09:15:41.000Z,2025-01-06T09:15:41.000Z,5,,2 floor,,
159,pending,3,3,1095,FLAT,RESIDENTIAL,,,Ranipauwa / Sidhhartha Chowk / Zero,38,224,4,Pokhara,1R,15000,,,,1,0,YES,YES,YES,YES,,,,,x,1,x,,ACTIVE,2025-01-09T07:29:40.000Z,2025-01-09T07:29:40.000Z,11,,Modular Kitchen,,
160,pending,3,3,1107,FLAT,RESIDENTIAL,,,Ratnachowk / Shrijana Chowk,38,224,4,Pokhara,3BHK,22000,,,,3,0,YES,YES,YES,YES,,,,,x,1,x,,ACTIVE,2025-01-12T12:46:40.000Z,2025-01-12T12:46:40.000Z,8,,"3BHK + Shutter , Ground Floor",,
161,pending,3,3,1129,FLAT,TOURISM,,,Fulbari / Ranipauwa / Gandaki Hospital,38,224,4,Pokhara,3BHK,25000,,,,2,0,YES,YES,YES,YES,,,,,Bhaiko lagi Newroad ma Pasal / Emergency,1,,,ACTIVE,2025-01-19T10:02:53.000Z,2025-01-19T10:03:28.000Z,11,,,,
162,pending,3,3,1133,OFFICE_SPACE,TOURISM,,,Newroad / Nayabajar /  Prithivi Chowk / BuddhaChowk / Srijana Chowk,38,224,4,Pokhara,1R,25000,,,,,,YES,YES,YES,YES,,,,,Pathao Parcel ko lagi,1,Ground Floor,,ACTIVE,2025-01-20T08:32:24.000Z,2025-01-20T08:45:18.000Z,4,,x,,
164,pending,3,3,1146,FLAT,RESIDENTIAL,,,Matepani / Ranipauwa,38,224,4,Pokhara,2BHK,15000,,,,2,0,YES,YES,YES,YES,,,,,x,1,x,,ACTIVE,2025-01-22T09:16:50.000Z,2025-01-22T09:16:50.000Z,12,,,,
165,pending,3,3,1177,FLAT,RESIDENTIAL,,HAAT,Amarsingh / Fulbari,38,224,4,Pokhara,1R,40000,,,,3,0,YES,YES,YES,YES,,,,,x,1,,,ACTIVE,2025-01-28T10:56:21.000Z,2025-01-28T10:56:21.000Z,10,,,,
166,pending,3,3,1178,FLAT,RESIDENTIAL,,,Fulbari / Ranipauwa,38,224,4,Pokhara,3BHK,15000,,,,3,1,YES,YES,YES,YES,,,,,x,1,Gharbeti Navako / Agreement garna ok for 5 years,,ACTIVE,2025-01-28T11:04:24.000Z,2025-01-28T11:04:24.000Z,11,,x,,
167,pending,3,3,1215,HOUSE,TOURISM,,,Fulbari / Ranipauwa / Damside,38,224,4,Pokhara,1R,40000,,,,3,1,YES,YES,YES,YES,2,,,,Gharbeti Nabaseko / Baccha Khelne Thau,1,,,ACTIVE,2025-02-05T09:57:08.000Z,2025-03-03T12:02:10.000Z,11,,x,,
168,pending,3,3,1260,HOUSE,RESIDENTIAL,,,Birauta/Chhorepatan,38,224,4,Pokhara,1R,30000,,,,2,2,YES,NO,NO,YES,,,,,e,1,,,ACTIVE,2025-02-18T09:12:15.000Z,2025-02-18T09:12:15.000Z,17,,e,,
169,pending,3,3,1261,FLAT,RESIDENTIAL,,,Lakeside,38,224,4,Pokhara,1R,35000,,,,2,2,NO,YES,NO,YES,,,,,w,1,,,ACTIVE,2025-02-18T09:16:48.000Z,2025-02-18T09:16:48.000Z,6,,e,,
170,pending,3,3,1262,FLAT,RESIDENTIAL,,,Bagar/Deep,38,224,4,Pokhara,1R,10000,,,,2,2,NO,NO,NO,YES,,,,,ee,1,,,ACTIVE,2025-02-18T09:20:20.000Z,2025-02-18T09:20:20.000Z,1,,e,,
171,pending,3,3,401,FLAT,RESIDENTIAL,,,Fulbari/Ranipauwa,38,224,4,Pokhara,2BHK,20000,,,,2,2,YES,NO,YES,YES,1,1,,,Garden + Ground floor,1,,,ACTIVE,2025-02-18T09:34:29.000Z,2025-02-18T09:34:29.000Z,11,,d,,
172,pending,3,3,1265,FLAT,RESIDENTIAL,,,Fulbari/Ranipauwa/Nayabajar/Parsyang,38,224,4,Pokhara,2R,10000,,,,2,0,YES,NO,NO,YES,,,,,ds,1,,,ACTIVE,2025-02-20T11:43:11.000Z,2025-02-20T11:43:11.000Z,11,,2 girls makeup studio/nail artist,,
173,pending,3,3,1266,FLAT,RESIDENTIAL,,,Fulbari,38,224,4,Pokhara,1R,15000,,,,2,2,YES,NO,YES,YES,,,,,2 flat eutai thau ma chaiyeako,1,,,ACTIVE,2025-02-21T08:38:46.000Z,2025-02-21T08:38:46.000Z,11,,d,,
174,pending,3,3,1274,FLAT,RESIDENTIAL,,,Fulbari/Ranipauwa/Nadipur,38,224,4,Pokhara,2BHK,25000,,,,2,2,YES,NO,YES,YES,,,,,t,1,,,ACTIVE,2025-02-27T08:57:39.000Z,2025-02-27T08:57:39.000Z,11,,g,,
176,pending,3,3,1319,HOUSE,RESIDENTIAL,,,Parsyang/Nayabajar,38,224,4,Pokhara,WHOLE_HOUSE,40000,,,,2,2,YES,NO,NO,YES,,,,,d,1,,,ACTIVE,2025-03-10T11:26:18.000Z,2025-03-10T11:26:18.000Z,5,,d,,
177,pending,3,3,1312,FLAT,RESIDENTIAL,,,Fulbari/Nadipur/Ranipauwa,38,224,4,Pokhara,2BHK,14000,,,,2,2,NO,NO,NO,YES,,,,,s,1,,,ACTIVE,2025-03-10T11:30:38.000Z,2025-03-10T11:30:38.000Z,11,,es,,
178,pending,3,3,871,FLAT,TOURISM,,,Fulbari/Chapapani/Matepani/Bhadrakali,38,224,4,Pokhara,2BHK,15000,,,,2,0,YES,YES,NO,YES,,,,,s,1,,,ACTIVE,2025-03-10T11:33:20.000Z,2025-03-10T11:36:49.000Z,11,,s,,
179,pending,3,3,1313,FLAT,RESIDENTIAL,,,Fulbari/Dhikalethar/Ranipauwa,38,224,4,Pokhara,2BHK,13000,,,,2,2,NO,NO,NO,YES,,,,,e,1,,,ACTIVE,2025-03-10T11:34:59.000Z,2025-03-10T11:34:59.000Z,11,,f,,
180,pending,3,3,1314,FLAT,RESIDENTIAL,,,Fulbari/Ranipauwa/Sitaldevi,38,224,4,Pokhara,3R,10000,,,,1,2,NO,NO,NO,YES,,,,,e,1,,,ACTIVE,2025-03-10T11:36:11.000Z,2025-03-10T11:36:11.000Z,11,,e,,
181,pending,3,3,1293,FLAT,RESIDENTIAL,,,Fulbari/Ranipauwa,38,224,4,Pokhara,2BHK,15000,,,,2,2,NO,NO,NO,YES,,,,,se,1,,,ACTIVE,2025-03-10T11:40:06.000Z,2025-03-10T11:40:06.000Z,11,,ed,,
